"","Cluster","Gene_Clusters","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"68","a","a","GO:0040001","establishment of mitotic spindle localization","16/1059","33/23210",1.77152895876022e-13,1.33271702848625e-11,9.9147453374342e-12,"67203/67052/14048/72080/108907/12615/56150/18817/226977/214444/70385/16211/18472/14165/66165/24063",16
"69","a","a","GO:1901992","positive regulation of mitotic cell cycle phase transition","24/1059","83/23210",1.78940406626875e-13,1.33271702848625e-11,9.9147453374342e-12,"12544/13205/68612/27214/11799/67141/12534/67849/12545/12530/76843/108911/268697/12532/229841/50875/12443/12447/14165/105837/67628/19684/11792/11504",24
"70","a","a","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","20/1059","56/23210",2.10759335759624e-13,1.54727460924101e-11,1.15109459771271e-11,"23834/11799/67141/20877/74335/19357/67052/52563/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",20
"71","a","a","GO:0051985","negative regulation of chromosome segregation","19/1059","50/23210",2.26645967059835e-13,1.64046989397253e-11,1.22042720883813e-11,"11799/67141/30939/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",19
"72","a","a","GO:0070507","regulation of microtubule cytoskeleton organization","37/1059","199/23210",2.54078365253867e-13,1.81348433199947e-11,1.3491412611141e-11,"54141/16551/66140/74335/219114/212307/13006/20873/18005/228421/72119/230101/20460/15505/18817/66468/21335/80986/214444/18226/22153/56742/12449/19385/103573/18472/13589/16765/14228/12649/24061/18148/76686/260315/208177/13640/20393",37
"73","a","a","GO:0006270","DNA replication initiation","15/1059","29/23210",2.98370237246032e-13,2.10044472494159e-11,1.5626253809338e-11,"12544/17218/18968/23834/18969/70024/66634/12448/77011/12447/17216/17217/17220/56452/17215",15
"74","a","a","GO:0051310","metaphase plate congression","20/1059","57/23210",3.10862656311149e-13,2.15881512267973e-11,1.60605002520924e-11,"54141/83815/67052/52563/67849/108000/66977/228421/73804/52276/110033/12190/268697/381293/18226/229841/56742/70385/72124/16211",20
"75","a","a","GO:1902749","regulation of cell cycle G2/M phase transition","25/1059","94/23210",4.59777463133369e-13,3.14300276121029e-11,2.33823619764562e-11,"55982/12189/23834/237877/67141/12534/19357/14199/108000/12545/17193/12144/18817/12530/76843/108911/268697/381293/269582/12532/77011/12443/12649/18148/235559",25
"76","a","a","GO:0051225","spindle assembly","26/1059","102/23210",4.64814574531976e-13,3.14300276121029e-11,2.33823619764562e-11,"22154/54141/107995/16551/11799/17865/67141/20877/26934/212307/13006/18005/72119/20878/18817/71819/12316/16571/223921/71909/16211/74237/16569/13589/66165/24061",26
"77","a","a","GO:2001251","negative regulation of chromosome organization","31/1059","146/23210",5.60413771690692e-13,3.74021606846554e-11,2.78253290332275e-11,"13433/12189/11799/67141/19360/30939/20877/21973/74335/19357/70472/67052/22596/98956/12235/20460/56150/18817/22137/214444/12236/208084/268697/229841/12237/70385/57741/17216/105837/70640/74493",31
"78","a","a","GO:0031577","spindle checkpoint","17/1059","41/23210",7.62961623838779e-13,5.02674331398395e-11,3.73964455841086e-11,"11799/20877/74335/67052/12235/20878/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",17
"79","a","a","GO:0000910","cytokinesis","32/1059","157/23210",7.75888029581724e-13,5.04720073926643e-11,3.75486385535086e-11,"19348/23834/11799/52679/20877/26934/50850/16319/240641/74107/227937/108907/20878/13605/12615/12704/18817/71819/16571/68743/80986/233406/12190/381293/18226/108961/239336/77579/24050/16569/16765/235072",32
"80","a","a","GO:2000573","positive regulation of DNA biosynthetic process","22/1059","74/23210",9.7246764770232e-13,6.24688905192778e-11,4.64737170586161e-11,"20877/22596/18005/72151/245474/216853/56351/11991/12462/53379/53817/15519/12465/106344/12469/12466/12461/18148/21454/219150/64074/15234",22
"81","a","a","GO:0051784","negative regulation of nuclear division","21/1059","67/23210",1.00620072862222e-12,6.38378462270318e-11,4.74921513496543e-11,"11799/67141/30939/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/12159/105837/12649",21
"82","a","a","GO:0051653","spindle localization","18/1059","48/23210",1.27123902264298e-12,7.91781189721016e-11,5.8904543809808e-11,"54141/67203/67052/14048/72080/108907/12615/56150/18817/12316/226977/214444/70385/16211/18472/14165/66165/24063",18
"83","a","a","GO:0010639","negative regulation of organelle organization","54/1059","403/23210",1.27880596899872e-12,7.91781189721016e-11,5.8904543809808e-11,"13433/12189/11799/67141/19360/30939/20877/21973/74335/19357/70472/268970/67052/22596/18005/98956/12235/20460/56150/18817/14629/80986/22137/214444/12236/208084/268697/229841/50875/22153/12237/74374/70385/12449/57741/17216/12159/105837/70640/74493/13589/16765/14228/19684/12649/18148/76686/260315/15234/50876/22003/208177/56320/20393",54
"84","a","a","GO:0051303","establishment of chromosome localization","22/1059","75/23210",1.31742534275123e-12,8.05982004333164e-11,5.996101309364e-11,"54141/11799/67203/83815/67052/52563/67849/108000/66977/228421/73804/52276/110033/12190/268697/381293/18226/229841/56742/70385/72124/16211",22
"85","a","a","GO:0006275","regulation of DNA replication","26/1059","107/23210",1.54963735270975e-12,9.36892512420638e-11,6.97000973998988e-11,"27214/57441/237877/67141/12534/52679/71988/13006/18538/12428/12545/72151/12144/226409/327762/12190/108961/77011/17688/14165/106344/98415/319651/24061/18148/14182",26
"86","a","a","GO:0033260","nuclear DNA replication","16/1059","37/23210",1.6450116815379e-12,9.82990119932935e-11,7.31295278744876e-11,"12544/27214/17218/18968/237877/19361/18538/12545/327762/12190/16881/17216/17217/17220/17215/14182",16
"87","a","a","GO:0050000","chromosome localization","22/1059","76/23210",1.77505778669085e-12,1.04850827193152e-10,7.80037493195543e-11,"54141/11799/67203/83815/67052/52563/67849/108000/66977/228421/73804/52276/110033/12190/268697/381293/18226/229841/56742/70385/72124/16211",22
"88","a","a","GO:0072073","kidney epithelium development","30/1059","143/23210",1.84015746491333e-12,1.07461013774882e-10,7.99455970402539e-11,"16869/21410/14634/14048/18128/16449/58198/56198/20474/18993/14234/12159/13838/18510/55994/14260/13642/18654/17260/218772/243931/269152/19126/14182/73230/24063/23967/17300/14734/15229",30
"89","a","a","GO:0000281","mitotic cytokinesis","21/1059","69/23210",1.91814745852322e-12,1.1075685156574e-10,8.23975348238478e-11,"19348/11799/26934/50850/16319/240641/74107/108907/13605/12615/12704/18817/71819/16571/68743/80986/12190/18226/77579/16765/235072",21
"90","a","a","GO:0051293","establishment of spindle localization","17/1059","43/23210",1.94421716786209e-12,1.11014800284925e-10,8.25894357154984e-11,"54141/67203/67052/14048/72080/108907/12615/56150/18817/226977/214444/70385/16211/18472/14165/66165/24063",17
"91","a","a","GO:0010833","telomere maintenance via telomere lengthening","22/1059","77/23210",2.37907636041058e-12,1.34352455122527e-10,9.99514787855549e-11,"68275/19360/20877/22596/18005/98956/19361/245474/208084/216853/56351/12462/53379/15519/12465/70640/74493/12469/12466/12461/21454/219150",22
"92","a","a","GO:0000724","double-strand break repair via homologous recombination","28/1059","127/23210",2.8073107932554e-12,1.55126560930532e-10,1.15406370131337e-10,"12544/68275/17218/12189/74335/19361/66634/19891/57434/12545/19362/12144/75317/60530/12190/216853/212377/60344/17216/94232/17217/98415/17220/272551/12649/17215/97827/623474",28
"93","a","a","GO:0000725","recombinational repair","28/1059","127/23210",2.8073107932554e-12,1.55126560930532e-10,1.15406370131337e-10,"12544/68275/17218/12189/74335/19361/66634/19891/57434/12545/19362/12144/75317/60530/12190/216853/212377/60344/17216/94232/17217/98415/17220/272551/12649/17215/97827/623474",28
"94","a","a","GO:2000278","regulation of DNA biosynthetic process","27/1059","119/23210",3.33884891588717e-12,1.82535580624938e-10,1.35797304171357e-10,"20877/22596/18005/98956/72151/245474/21781/208084/216853/56351/11991/12462/53379/53817/15519/12465/106344/70640/12469/12466/12649/12461/18148/21454/219150/64074/15234",27
"95","a","a","GO:0071174","mitotic spindle checkpoint","16/1059","39/23210",4.41981186569845e-12,2.39088559766572e-10,1.7786988029049e-10,"11799/20877/74335/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",16
"96","a","a","GO:0060562","epithelial tube morphogenesis","51/1059","380/23210",5.10816377446488e-12,2.73446392051823e-10,2.03430381895356e-10,"18141/16869/21410/108156/14634/13800/240641/14048/11352/18128/99377/20460/58198/20474/29876/14234/330409/636931/14165/12159/13838/18510/81896/12160/14260/269593/13642/18654/17260/104156/19378/12977/12808/11600/18186/269152/93840/14725/17242/20319/18741/216285/24063/15402/23967/57265/14734/15364/20315/20666/15229",51
"97","a","a","GO:0006323","DNA packaging","32/1059","169/23210",6.26474002026824e-12,3.31082863267997e-10,2.46309021699771e-10,"27221/66929/54392/12534/21973/66336/67849/15201/108907/14211/59001/70099/215387/78658/68298/20937/268697/76044/381280/230936/56086/70645/57741/17216/110749/50927/20586/20588/18148/53605/15289/15364",32
"98","a","a","GO:0140013","meiotic nuclear division","33/1059","179/23210",6.31370317187463e-12,3.31082863267997e-10,2.46309021699771e-10,"107995/67141/30939/21973/64707/66977/67121/228421/19361/12235/20878/12448/14211/72787/18817/12316/211651/237911/70099/215387/78658/60530/22137/268465/12236/12190/105988/12447/12317/230861/21974/235559/623474",33
"99","a","a","GO:0000082","G1/S transition of mitotic cell cycle","32/1059","171/23210",8.69667836717762e-12,4.51436667968947e-10,3.35846207651133e-10,"12544/13205/27214/104394/52679/14199/19650/404710/12448/19891/12530/381293/27401/12443/636931/12447/18973/14165/105837/57913/67628/50927/14056/19684/319651/11792/235072/15170/15902/11504/12013/52468",32
"100","a","a","GO:0000132","establishment of mitotic spindle orientation","14/1059","30/23210",1.14240103164287e-11,5.81267217981454e-10,4.32433616146627e-10,"67203/67052/14048/72080/12615/56150/18817/226977/214444/70385/18472/14165/66165/24063",14
"101","a","a","GO:0008608","attachment of spindle microtubules to kinetochore","14/1059","30/23210",1.14240103164287e-11,5.81267217981454e-10,4.32433616146627e-10,"54141/26934/67052/18005/66977/51944/13605/73804/108911/12190/268697/229841/12237/72124",14
"102","a","a","GO:0071824","protein-DNA complex subunit organization","36/1059","215/23210",1.30823188181748e-11,6.59118003986276e-10,4.90350690893816e-10,"12544/27221/17218/66929/66471/71902/21410/66336/15201/19361/59001/12615/102920/72155/77044/114741/381280/26886/229841/56086/70645/17216/17217/110749/12912/19231/50927/17220/23996/20586/20588/17215/18148/53605/237336/20667",36
"103","a","a","GO:0051294","establishment of spindle orientation","15/1059","36/23210",1.58514085604318e-11,7.90877559146204e-10,5.88373182335087e-10,"54141/67203/67052/14048/72080/12615/56150/18817/226977/214444/70385/18472/14165/66165/24063",15
"104","a","a","GO:0044843","cell cycle G1/S phase transition","33/1059","185/23210",1.60597232143375e-11,7.93566515370003e-10,5.90373630713297e-10,"12544/13205/27214/104394/52679/14199/19650/12428/404710/12448/19891/12530/381293/27401/12443/636931/12447/18973/14165/105837/57913/67628/50927/14056/19684/319651/11792/235072/15170/15902/11504/12013/52468",33
"105","a","a","GO:0007080","mitotic metaphase plate congression","16/1059","42/23210",1.71473348940489e-11,8.39239562100163e-10,6.24352083560757e-10,"67052/52563/67849/66977/228421/73804/52276/110033/268697/381293/18226/229841/56742/70385/72124/16211",16
"106","a","a","GO:0072006","nephron development","29/1059","146/23210",1.79007272033939e-11,8.67847519794728e-10,6.4563496725647e-10,"16869/21410/445007/14634/14048/18128/16449/58198/56198/20474/234865/18993/14234/103468/12159/18510/14260/59015/18654/17260/11600/269152/93840/19126/18131/23967/17300/14734/15229",29
"107","a","a","GO:0051302","regulation of cell division","30/1059","156/23210",1.89755162796943e-11,9.11356805246251e-10,6.78003690387108e-10,"19348/23834/52679/20877/26934/50850/16319/240641/227937/20878/19650/13605/12704/12144/18817/71819/12316/233406/12190/381293/18226/108961/70218/239336/16569/56452/18654/17242/20319/54635",30
"108","a","a","GO:0061640","cytoskeleton-dependent cytokinesis","23/1059","93/23210",2.02436609569364e-11,9.63260867200891e-10,7.16617705610069e-10,"19348/11799/20877/26934/50850/16319/240641/74107/108907/13605/12615/12704/18817/71819/16571/68743/80986/12190/18226/77579/24050/16765/235072",23
"109","a","a","GO:0051656","establishment of organelle localization","57/1059","473/23210",2.37666439248822e-11,1.12052094614651e-09,8.33611305989107e-10,"54141/11799/20528/94040/67203/83815/67052/50850/52563/67849/14048/108000/66977/72080/228421/108907/73804/52276/12615/56150/11784/110033/18817/71819/242662/21335/226977/64051/214444/12190/268697/381293/116837/18226/229841/24015/14299/268934/56742/229521/70385/72124/16211/103573/18472/77579/14165/19384/66165/26431/18148/14461/18039/16401/108012/18536/24063",57
"110","a","a","GO:0006278","RNA-dependent DNA biosynthetic process","19/1059","63/23210",2.59936811323804e-11,1.20343718323696e-09,8.95296821932724e-10,"68275/19360/20877/22596/18005/98956/245474/208084/216853/56351/12462/15519/12465/70640/12469/12466/12461/21454/219150",19
"111","a","a","GO:0007004","telomere maintenance via telomerase","19/1059","63/23210",2.59936811323804e-11,1.20343718323696e-09,8.95296821932724e-10,"68275/19360/20877/22596/18005/98956/245474/208084/216853/56351/12462/15519/12465/70640/12469/12466/12461/21454/219150",19
"112","a","a","GO:0010389","regulation of G2/M transition of mitotic cell cycle","21/1059","78/23210",2.62797719692296e-11,1.20581917990956e-09,8.97068907821824e-10,"12189/23834/67141/12534/19357/14199/108000/12545/17193/12144/12530/76843/108911/268697/381293/269582/12532/77011/12443/12649/235559",21
"113","a","a","GO:0003002","regionalization","49/1059","373/23210",2.91592496521636e-11,1.32610074303070e-09,9.86552349666121e-10,"15401/16869/21410/15417/14634/12266/18128/228357/20878/57434/17427/269941/56198/241324/14234/14165/12159/18510/81896/15405/15258/17285/15426/17260/19378/14464/12808/15424/18552/18186/93840/14725/20319/18741/14182/76365/216285/24063/15404/15402/16392/23967/17300/14734/13865/16658/15229/15400/15430",49
"114","a","a","GO:0032465","regulation of cytokinesis","21/1059","79/23210",3.42708166995435e-11,1.54489234227153e-09,1.14932231073631e-09,"19348/23834/52679/20877/26934/50850/16319/240641/227937/20878/13605/12704/18817/71819/233406/12190/381293/18226/108961/239336/16569",21
"115","a","a","GO:0022613","ribonucleoprotein complex biogenesis","54/1059","439/23210",3.67624229864319e-11,1.64280079762847e-09,1.22216128408898e-09,"13205/103136/70683/56200/72068/56095/217869/67832/29806/98956/50911/74035/245474/67276/67678/225348/104662/20937/227715/72515/67936/217995/432508/24015/56351/57741/68879/20641/55944/27041/53817/103573/192159/15519/13669/27993/17975/67134/69639/56195/23881/19384/75593/110816/19656/18432/320790/226432/18148/72462/100503670/214572/320632/231464",54
"116","a","a","GO:0032886","regulation of microtubule-based process","37/1059","235/23210",4.3836263431022e-11,1.94202204975881e-09,1.44476686734548e-09,"54141/16551/66140/74335/219114/212307/13006/20873/18005/228421/72119/230101/20460/15505/18817/66468/21335/80986/214444/18226/22153/56742/12449/19385/103573/18472/13589/16765/14228/12649/24061/18148/76686/260315/208177/13640/20393",37
"117","a","a","GO:0065004","protein-DNA complex assembly","31/1059","172/23210",5.01691522298382e-11,2.20358353255674e-09,1.63935547367317e-09,"12544/27221/17218/66929/71902/21410/66336/15201/19361/59001/12615/102920/72155/381280/26886/229841/56086/70645/17216/17217/110749/12912/50927/17220/23996/20586/17215/18148/53605/237336/20667",31
"118","a","a","GO:0060485","mesenchyme development","40/1059","272/23210",6.25610621867174e-11,2.72458727608085e-09,2.02695609154467e-09,"23790/18128/16449/243574/56198/20474/241324/234865/14234/14165/12159/14056/12160/17285/17260/19378/14464/20358/14538/13618/18186/14268/93840/20378/16401/17242/20319/18741/384009/14182/208177/216285/15402/16392/23967/17300/20666/67888/15229/68371",40
